NUMBER	CHINESE	GLOSS	PAGE	CONCEPTICON_ID	CONCEPTICON_GLOSS	TYPO	Huang-1992-1800	GLOSS (can be edit)	Huang_book_Chinese	Huang_book_English	Category	TBL_ID	TBL_ENGLISH	TBL_CHINESE	TBL_CONCEPTICON_ID	TBL_CONCEPTICON_GLOSS	TBL_POS	TBL_EVARS	TBL_CVARS
Chen-2013-888-564	慢	slow	754	701	SLOW		1017	slow	慢	slow	形容词	Huang-1992-1820-1017	slow (body movement) (note:+manner {lit. of	慢 ((动作)~)	701	SLOW	adj		
Chen-2013-888-565	早	early	755	672	EARLY		1018	early	早	early	形容词	Huang-1992-1820-1018	early	早	672	EARLY	adj		
Chen-2013-888-566	迟	late	755	425	BE LATE		1019	late	迟	late	形容词	Huang-1992-1820-1019	late	迟	477	LATE	adj		
Chen-2013-888-567	锋利	sharp	755	1396	SHARP		1020	sharp	锋利	sharp	形容词	Huang-1992-1820-1020	sharp	锋利	1396	SHARP	adj		
Chen-2013-888-568	清	clear (water)	756	1147	PURE		1022	clear (water)	清（～的）	clear (water)	形容词								
Chen-2013-888-569	稀（疏）	thin (hair)	756	2305	THIN (OF HAIR AND THREAD)		1033	thin (hair)	稀（头发～）	thin (hair)	形容词								
Chen-2013-888-570	蜜（稠）	tightly woven (fabric)	756			密	1032	tightly-woven (fabric)	密（布～）	tightly-woven (fabric)	形容词								
Chen-2013-888-571	浓	heavy (in taste)	757	2718	STRONG (OF DRINK)		0				形容词								
Chen-2013-888-572	稠（浊）	muddy	757				1023	muddy/ turbid	混浊	muddy/ turbid	形容词								
Chen-2013-888-573	淡	light (in taste)	757	2181	LIGHT (IN TASTE)		1077	tasteless/ insipid (not salty)	淡（盐～）	tasteless/ insipid (not salty)	形容词								
Chen-2013-888-574	胖	fat	758	1279	FAT (OBESE)		1024	fat	胖	fat	形容词	Huang-1992-1820-1024	fat	胖	1279	FAT (OBESE)	adj		
Chen-2013-888-575	痩	thin (slim)	758	1400	THIN (SLIM)		1026	thin	瘦	thin	形容词								
Chen-2013-888-576	干枯	dry	758	1398	DRY		1028	dry	干	dry	形容词								
Chen-2013-888-577	湿	wet	759	1726	WET		1029	wet	湿	wet	形容词	Huang-1992-1820-1029	wet	湿	1726	WET	adj		
Chen-2013-888-578	硬	hard	759	1884	HARD		1034	hard	硬	hard	形容词	Huang-1992-1820-1034	hard	硬	1884	HARD	adj		
Chen-2013-888-579	软	soft	759	1856	SOFT		1035	soft	软	soft	形容词	Huang-1992-1820-1035	soft	软	1856	SOFT	adj	soft / spongy / loose (note:+loose)	软 (松~)
Chen-2013-888-580	活	alive (living)	760	1422	BE ALIVE		1087	living (adj/ )	活（～的）	living (adj/ )	形容词								
Chen-2013-888-581	死	die	760	1494	DIE		1089	dead	死（～的）	dead	形容词	Huang-1992-1820-1651	die	死	1494	DIE	v.		
Chen-2013-888-582	光	light	760				1037	smooth/ glossy/ sleek	光滑	smooth/ glossy/ sleek	形容词	Huang-1992-1820-3	light	光	630	LIGHT (RADIATION)	n		
Chen-2013-888-583	松	loose	761	2506	LOOSE		1041	lax/ loose/ slack	松	lax/ loose/ slack	形容词	Huang-1992-1820-1041	lax / loose /	松	2506	LOOSE	adj		
Chen-2013-888-584	紧	tight 	761	3053	TIGHT		1040	tense/ tight/ taut	紧	tense/ tight/ taut	形容词	Huang-1992-1820-1040	tense / tight /	紧	3053	TIGHT	adj		
Chen-2013-888-585	齐	neat	761				0				形容词								
Chen-2013-888-586	对	right (correct)	762	1725	CORRECT (RIGHT)		1045	right/ correct	对	right/ correct	形容词	Huang-1992-1820-1045	right /	对	1725	CORRECT (RIGHT)	adj		
Chen-2013-888-587	错	wrong	762	1390	WRONG		1046	wrong	错	wrong	形容词	Huang-1992-1820-1046	wrong	错	1390	WRONG	adj		
Chen-2013-888-588	真	true	762	1657	TRUE		1047	“true”	真	“true”	形容词	Huang-1992-1820-1047	TRUE	真	1657	TRUE	adj		
Chen-2013-888-589	假	false	763	3069	FALSE		1048	“false”	假	“false”	形容词	Huang-1992-1820-1048	fake (goods)	假 ((货)~)	3069	FALSE	adj		
Chen-2013-888-590	生	raw (uncooked)	763	1959	RAW		1049	uncooked/ raw	生（～的）	uncooked/ raw	形容词								
Chen-2013-888-591	熟	cooked	763	269	COOKED		0				形容词								
Chen-2013-888-592	新	new	764	1231	NEW		1050	new	新	new	形容词	Huang-1992-1820-1050	new	新	1231	NEW	adj		
Chen-2013-888-593	旧	old (used)	764	2113	OLD (USED)		1051	used/ old	旧	used/ old	形容词	Huang-1992-1820-1051	used /	旧	2113	OLD (USED)	adj		
Chen-2013-888-594	好	good	764	1035	GOOD		1052	good	好	good	形容词	Huang-1992-1820-1052	good	好	1035	GOOD	adj	good (quality of material) (note:+thought)||good (thought) (note:+thing)	好 ((思想)~)||好 ((质地)~)
Chen-2013-888-595	坏	bad	765	1292	BAD		1053	bad	坏	bad	形容词	Huang-1992-1820-1053	bad (things) (note:broken (bad	坏 ((东西)~)	1292	BAD	adj	bad (words) (note:mean (bad +speech))||bad	坏 ((话)~)||坏
Chen-2013-888-596	贵	high social status	765				0				形容词								
Chen-2013-888-597	贱	low social status	765				0				形容词								
Chen-2013-888-598	老	old (aged)	766	2112	OLD (AGED)		1493	be old	老	be old	形容词	Huang-1992-1820-1493	old/ be	老	2112	OLD (AGED)	v.		
Chen-2013-888-599	嫩	tender (young)	766				1057	tender young (plant)	嫰（植物～）	tender young (plant)	形容词								
Chen-2013-888-600	美	beautiful	766	1427	BEAUTIFUL		1060	beautiful	美	beautiful	形容词	Huang-1992-1820-1060	beautiful/ grow to be	美 ("长得好")	1427	BEAUTIFUL	adj		
Chen-2013-888-601	丑	ugly	767	1548	UGLY		1061	ugly	丑	ugly	形容词	Huang-1992-1820-1061	ugly (looking)	丑 ("不好看")	1548	UGLY	adj		
Chen-2013-888-602	热	hot	767	1286	HOT		1062	hot	热	hot	形容词	Huang-1992-1820-1062	hot (water)	热 ((水)~)	1286	HOT	adj	hot||hot (weather) (note:+weather)	热||热 ((天气)~)
Chen-2013-888-603	冷	cold	767	1287	COLD		1063	cold (weather/ water)	冷	cold (weather/ water)	形容词	Huang-1992-1820-1063	cold (weather/	冷	1287	COLD	adj	cold (weather) (note:+weather)||cold (water) (note:+water)	冷 ((天气)~)||冷 ((水)~)
Chen-2013-888-604	难	difficult	768	584	DIFFICULT		1067	difficult	难	difficult	形容词	Huang-1992-1820-1067	difficult	难	584	DIFFICULT	adj		
Chen-2013-888-605	容易	easy	768	686	EASY		1068	easy	容易	easy	形容词	Huang-1992-1820-1068	easy	容易	686	EASY	adj		
Chen-2013-888-606	香	fragrant (smell)	768	376	FRAGRANT		1069	fragrant (smell)	香（气味～）	fragrant (smell)	形容词								
Chen-2013-888-607	臭	stinky (smell)	769	42	STINKING		1070	stinking/ smelly	臭	stinking/ smelly	形容词	Huang-1992-1820-1070	stinking /	臭	42	STINKING	adj		
Chen-2013-888-608	酸	sour	769	1906	SOUR		1072	sour	酸	sour	形容词	Huang-1992-1820-1072	sour	酸	1906	SOUR	adj		
Chen-2013-888-609	甜	sweet	769	717	SWEET		1073	sweet	甜	sweet	形容词	Huang-1992-1820-1073	sweet	甜	717	SWEET	adj		
Chen-2013-888-610	苦	bitter	770	887	BITTER		1074	bitter	苦	bitter	形容词	Huang-1992-1820-1074	bitter	苦	887	BITTER	adj		
Chen-2013-888-611	辣	spicy	770	544	SPICY		1075	hot/ spicy	辣	hot/ spicy	形容词	Huang-1992-1820-1075	hot /	辣	544	SPICY	adj		
Chen-2013-888-612	咸	salty	770	1091	SALTY		1076	salty	咸	salty	形容词	Huang-1992-1820-1076	salty	咸	1091	SALTY	adj		
Chen-2013-888-613	醒	awake	771	825	AWAKE		0				形容词								
Chen-2013-888-614	忙	busy	771	2755	BUSY		1082	busy	忙	busy	形容词	Huang-1992-1820-1082	busy	忙	2755	BUSY	adj		
Chen-2013-888-615	富	rich	771	712	RICH		1083	rich	富	rich	形容词	Huang-1992-1820-1083	rich	富	712	RICH	adj		
Chen-2013-888-616	穷	poor	772	1674	POOR		1084	poor	穷	poor	形容词	Huang-1992-1820-1084	poor	穷	1674	POOR	adj		
Chen-2013-888-617	干净	clean	772	704	CLEAN		1085	clean	干净	clean	形容词	Huang-1992-1820-1085	clean	干净	704	CLEAN	adj		
Chen-2013-888-618	脏	dirty	772	1230	DIRTY		1086	dirty	脏	dirty	形容词	Huang-1992-1820-1086	dirty	脏	1230	DIRTY	adj		
Chen-2013-888-619	饱	satiated	773	106	SATIATED		1148	have eaten one’s fill	饱	have eaten one’s fill	形容词	Huang-1992-1820-1148	eaten one's fill/	饱	106	SATIATED	v.		
Chen-2013-888-620	饿	be hungry	773	1533	BE HUNGRY		1298	be hungry	饿	be hungry	形容词	Huang-1992-1820-1298	hungry/ be	饿	1533	BE HUNGRY	v.		
Chen-2013-888-621	渴	be thirsty	773	847	THIRSTY		1478	to thirsty	渴	to thirsty	形容词	Huang-1992-1820-1478	thirsty/ be	渴	847	THIRSTY	v.		
Chen-2013-888-622	困	be sleepy	774		*SLEEPY		0				形容词								
Chen-2013-888-623	累	be tired	774	1757	TIRED		1495	be tired/ fatigued	累	be tired/ fatigued	形容词	Huang-1992-1820-1495	tired/ be / fatigued	累	1757	TIRED	v.		
Chen-2013-888-624	急	in haste	774				1097	hurriedly/ hastily	急忙	hurriedly/ hastily	形容词								
Chen-2013-888-625	聪明	smart	775	2530	SMART		1099	clever	聪明	clever	形容词	Huang-1992-1820-1099	clever	聪明	1310	CLEVER	adj		
Chen-2013-888-626	傻	stupid	775	1518	STUPID		1100	stupid	蠢	stupid	形容词								
Chen-2013-888-627	勤快	diligent	775	2077	DILIGENT		1111	industrious/ hardworking	勤快	industrious/ hardworking	形容词	Huang-1992-1820-1111	industrious /	勤快		*INDUSTRIOUS	adj		
Chen-2013-888-628	懒	lazy	776	1564	LAZY		1112	lazy	懒	lazy	形容词	Huang-1992-1820-1112	lazy	懒	1564	LAZY	adj		
Chen-2013-888-629	凶	fierce	776				1107	fierce/ ferocious	凶恶	fierce/ ferocious	形容词								
Chen-2013-888-630	响	loud	776	377	LOUD		1094	loud	响	loud	形容词	Huang-1992-1820-1094	loud	响	377	LOUD	adj		
Chen-2013-888-631	熬	decoct (herbal medicine)	777				1130	decoct (herbal medicine)	熬	decoct (herbal medicine)	形容词	Huang-1992-1820-1130	decoct (herbal	熬		*DECOCT	v.		
Chen-2013-888-632	拔	pull up	777				1131	pull up (weeds)	拔（~草）	pull up (weeds)	动词								
Chen-2013-888-633	搻	divide	777	1119	DIVIDE	掰	1133	to grasp with the fingers & thumb of both heads	掰开	to grasp with the fingers & thumb of both heads	动词								
Chen-2013-888-634	搬	move (something)	778	765	MOVE		1139	move (a stool)	搬（~凳子）	move (a stool)	动词								
Chen-2013-888-635	帮助	help	778	1897	HELP		1140	help	帮助	help	动词	Huang-1992-1820-1140	help	帮助	1897	HELP	v.		
Chen-2013-888-636	捆绑	bind (tie up)	778	1917	TIE		1141	bind/ tie up	绑	bind/ tie up	动词								
Chen-2013-888-637	剥	peel (something)	779	275	PEEL		1144	to skin (cattle)	剥（~牛皮）	to skin (cattle)	动词								
Chen-2013-888-638	抱	hug (embrace)	779	928	EMBRACE		1149	hold in the arms/ hug	抱	hold in the arms/ hug	动词	Huang-1992-1820-1149	hug / hold in the arms (a child)	抱 (~(孩子))	928	EMBRACE	v.		
Chen-2013-888-639	背	carry on back	779	465	CARRY ON BACK		1151	carry (a child_ on the back	背（~孩子）	carry (a child_ on the back	动词	Huang-1992-1820-91	back	背	1291	BACK	n		
Chen-2013-888-640	比	compare	780				1154	compare	比	compare	动词	Huang-1992-1820-1154	compare	比 ((助词))		???	v.		
Chen-2013-888-641	编（辫子）	braid (something)	780	1043	BRAID		1156	to plait	编（～辫子）	to plait	动词								
Chen-2013-888-642	编（篮子）	weave (a basket)	780	3294	BRAID (VERB) OR WEAVE (BASKET)		1157	weave (a basket)	编（～篮子）	weave (a basket)	动词								
Chen-2013-888-643	变	change	781	1264	CHANGE		1159	alter	改变	alter	动词								
Chen-2013-888-644	病	sick	781	1847	SICK		1160	to be ill	病	to be ill	动词	Huang-1992-1820-1160	ill/ to	病	2327	BECOME SICK	v.		
Chen-2013-888-645	补	patch (repair)	781	2243	REPAIR		1161	patch (clothing)	补（～衣）	patch (clothing)	动词								
Chen-2013-888-646	猜	guess (a riddle)	782	1932	GUESS		1165	guess (a riddle)	猜（～谜）	guess (a riddle)	动词								
Chen-2013-888-647	踩	step (verb)	782	2065	STEP (VERB)		1168	step on/ tread	踩	step on/ tread	动词	Huang-1992-1820-1168	step on /	踩	2065	STEP (VERB)	v.		
Chen-2013-888-648	藏	hide (something)	782	2486	HIDE		1169	hide (sthg)	藏（～东西）	hide (sthg)	动词								
Chen-2013-888-649	插	poke (something)	783				1171	to poke (a sign into earth)/ insert	插（～牌子）	to poke (a sign into earth)/ insert	动词								
Chen-2013-888-650	折	fold	783	1470	FOLD		0				动词								
Chen-2013-888-651	缠	to wind( thread one a keel)	783	1113	WRAP		1179	to wind( thread one a keel)	缠（～线）	to wind( thread one a keel)	动词								
Chen-2013-888-652	唱	sing	784	1261	SING		1184	sing	唱	sing	动词	Huang-1992-1820-1184	sing (own songs)	唱 (~(本族歌曲))	1261	SING	v.	sing (Han songs) (note:+Han_songs)||sing	唱 (~(汉族歌曲))||唱
Chen-2013-888-653	炒	stir-fry	784	2162	STIR FRY		1186	stir-fry	炒	stir-fry	动词	Huang-1992-1820-1186	stir-fry	炒	2162	STIR FRY	v.		
Chen-2013-888-654	沉	sink	784	1088	SINK (DESCEND)		1187	sink	沉	sink	动词	Huang-1992-1820-1187	sink	沉	1088	SINK (DESCEND)	v.		
Chen-2013-888-655	称	weigh (food)	785	1098	WEIGH		1188	weigh (food)	称（～粮食）	weigh (food)	动词								
Chen-2013-888-656	成	be done/ accomplished	785	1990	BECOME		1192	be done/ accomplished	成了	be done/ accomplished	动词								
Chen-2013-888-657	吃	eat	785	1336	EAT		1198	eat	吃	eat	动词	Huang-1992-1820-1198	eat	吃	1336	EAT	v.	eat (meat/ corn/ etc.) (note:+rice)||eat (rice/ etc.) (note:-rice (eat +meat | corn | etc.))	吃 (~(米饭等))||吃 (~(肉/玉米等))
Chen-2013-888-658	舂	pestle	786	225	PESTLE		1201	to pestle/ pound	舂	to pestle/ pound	动词	Huang-1992-1820-1201	pestle / pound	舂	225	PESTLE	v.		
Chen-2013-888-659	出	go out	786	1107	GO OUT		1206	go out	出去	go out	动词								
Chen-2013-888-660	锄（革）	hoe up (weeds)	786		*HOE UP		1210	hoe up (weeds)	锄（～草）	hoe up (weeds)	动词								
Chen-2013-888-661	穿（衣）	wear (a garment)	787	976	WEAR		1211	wear (a garment)	穿（～衣）	wear (a garment)	动词								
Chen-2013-888-662	穿（鞋）	put on (shoes)	787	158	PUT ON		1212	put on (the shoes)	穿（～鞋）	put on (the shoes)	动词								
Chen-2013-888-663	吹（喇叭）	blow (trumpet)	787	176	BLOW (WITH MOUTH)		1218	blow (the trumpet)	吹（～喇叭）	blow (the trumpet)	动词								
Chen-2013-888-664	搓	twist (hemp fibers)	788	430	TWIST		1225	twist (hemp fibers)	搓（～绳）	twist (hemp fibers)	动词								
Chen-2013-888-665	答应	promise	788	1675	PROMISE		1227	promise/ consent	答应	promise/ consent	动词	Huang-1992-1820-1227	promise /	答应	1675	PROMISE	v.		
Chen-2013-888-666	打鸣	crow (of cocks)	788	2074	CROW (VERB)		1426	(cocks) to crow	叫（公鸡～）	(cocks) to crow	动词								
Chen-2013-888-667	打（人）	hit (a person)	789	1433	HIT		1228	hit (a person)	打（～人）	hit (a person)	动词								
Chen-2013-888-668	打（枪）	fire (a shot)	789	3180	SHOOT (WITH SLINGSHOT)		1231	fire (a shot)	打枪	fire (a shot)	动词								
Chen-2013-888-669	戴（帽）	wear (a hat)	789		*WEAR (A HAT)		1252	wear (a hat)	戴（～帽子）	wear (a hat)	动词								
Chen-2013-888-670	戴（手镯）	wear (a bracelet)	790		*WEAR (AN ACCESSORY)		1254	wear (a bracelet)	戴（～手镯）	wear (a bracelet)	动词								
Chen-2013-888-671	倒（下）	fall down	790		*FALL DOWN		1257	(a wall) fall down/topple	倒（墙～）	(a wall) fall down/topple	动词								
Chen-2013-888-672	到	arrive	790	1387	ARRIVE		1262	arrive	到达	arrive	动词								
Chen-2013-888-673	倒（水）	pour out	791	1487	POUR		1261	pour or throw out (water)	倒掉（～水）	pour or throw out (water)	动词								
Chen-2013-888-674	得到	get (acquire)	791	694	GET		1263	get/ acquire	得到	get/ acquire	动词	Huang-1992-1820-1263	get / acquire	得到	694	GET	v.		
Chen-2013-888-675	等	wait	791	1590	WAIT (FOR)		1264	wait	等待	wait	动词								
Chen-2013-888-676	掉	drop (something)	792	750	DROP		1274	to drop	掉（～下）	to drop	动词								
Chen-2013-888-677	吊	hang	792	2884	HANG		1275	to hang	吊	to hang	动词	Huang-1992-1820-1275	hang	吊	2884	HANG	v.		
Chen-2013-888-678	跌倒	fall over/ down	792	2894	TUMBLE (FALL DOWN)		1277	fall over/ down	跌倒	fall over/ down	动词	Huang-1992-1820-1277	fall over / down	跌倒	2894	TUMBLE (FALL DOWN)	v.		
Chen-2013-888-679	动	set in movement	793				1286	stir/ budge	动（～一～）	stir/ budge	动词								
Chen-2013-888-680	堵塞	plug (something)	793		*PLUG		1288	block up/ plug	堵塞	block up/ plug	动词	Huang-1992-1820-1288	block up / plug	堵塞		*BLOCK UP	v.		
Chen-2013-888-681	（线）断	break (rope)	793	460	BREAK (OF ROPE)		1290	(thread) snap	断（线～）	(thread) snap	动词								
Chen-2013-888-682	（扁担）断	break (stick)	794	459	SNAPP (OF STICK)		1292	(stick) break/snap	断（棍子～）	(stick) break/snap	动词								
Chen-2013-888-683	躲避	dodge	794				0				动词								
Chen-2013-888-684	剁	chop into pieces	794	2149	CHOP (INTO PIECES)		1296	chop/cut (meat)	剁（～肉）	chop/cut (meat)	动词								
Chen-2013-888-685	翻	turn over (on bed)	795	1445	TURN (SOMETHING)		1310	turn over (on bed)	翻身（在床上～）	turn over (on bed)	动词								
Chen-2013-888-686	发烧	have a fever	795				1305	have a fever	发烧	have a fever	动词	Huang-1992-1820-1305	fever/ have	发烧	1534	FEVER	v.		
Chen-2013-888-687	纺	spin (into yarn)	795	121	SPIN		1313	to spin (into yarn)	纺（～纱）	to spin (into yarn)	动词								
Chen-2013-888-688	放（牛）	put out to pasture	796				1316	put out to pasture	放牧	put out to pasture	动词								
Chen-2013-888-689	飞	fly	796	1441	FLY (MOVE THROUGH AIR)		1318	fly	飞	fly	动词	Huang-1992-1820-1318	fly	飞	1441	FLY (MOVE THROUGH AIR)	v.		
Chen-2013-888-690	分	separate	796	1359	SEPARATE		1321	separate	分离	separate	动词								
Chen-2013-888-691	缝	sew (up)	797	1457	SEW		1324	sew (up)	缝	sew (up)	动词	Huang-1992-1820-1324	sew (up)	缝	1457	SEW	v.		
Chen-2013-888-692	孵	brood	797	2075	BROOD (VERB)		1326	hatch/ incubate	孵	hatch/ incubate	动词	Huang-1992-1820-1326	hatch / incubate	孵	2075	BROOD (VERB)	v.		
Chen-2013-888-693	扶	put one's hand on something for support	797				1327	put one’s hand(s) on (sthg) for support	扶（～着栏杆）	put one’s hand(s) on (sthg) for support	动词								
Chen-2013-888-694	浮	float	798	1574	FLOAT		1553	float	漂浮	float	动词								
Chen-2013-888-695	（应）该	shall	798				0				动词								
Chen-2013-888-696	改	change (something)	798	2856	CHANGE (SOMETHING)		0				动词								
Chen-2013-888-697	盖（被）	pull (a quilt) over oneself	799				1332	盖（～被）	盖（～被）	pull (a quilt) over oneself	动词								
Chen-2013-888-698	盖（锅）	cover up (objects)	799	761	COVER		1520	蒙盖	蒙盖	cover up (objects)	动词								
Chen-2013-888-699	赶走	dispel	799	30	DISPEL		0				动词								
Chen-2013-888-700	敢	dare	800	1779	DARE		1335	dare	敢	dare	动词	Huang-1992-1820-1335	dare	敢	1779	DARE	v.		
Chen-2013-888-701	告诉	tell	800	1711	TELL		1337	tell	告诉	tell	动词	Huang-1992-1820-1337	tell	告诉	1711	TELL	v.		
Chen-2013-888-702	割（草）	mow (cut grass)	800				1342	mow/cut (grass)	割（～草）	mow/cut (grass)	动词								
Chen-2013-888-703	给	give	801	1447	GIVE		1345	give	给	give	动词	Huang-1992-1820-1345	give	给	1447	GIVE	v.	give (hand over) (note:+gift) v.||give (as a gift) v.	给 (送~)||给 (交~)
Chen-2013-888-704	耕	plough (something)	801	1921	PLOUGH		1347	plough/ till	耕	plough/ till	动词	Huang-1992-1820-1347	plough / till	耕	1921	PLOUGH	v.		
Chen-2013-888-705	（猪）拱（土）	dig the soil (pig’s behavior)	801				0				动词								
Chen-2013-888-706	刮	(wind) blow	802	175	BLOW (OF WIND)		1353	(wind) blow	刮（～风）	(wind) blow	动词								
Chen-2013-888-707	挂	hang (on the wall)	802	357	HANG UP		1354	hang (on the wall)	挂（～在墙上）	hang (on the wall)	动词								
Chen-2013-888-708	关（门）	close (the door)	802	1046	SHUT		1356	close (the door)	关（～门）	close (the door)	动词								
Chen-2013-888-709	滚	roll	803	827	ROLL		1361	roll	滚	roll	动词	Huang-1992-1820-1361	roll (transitive) (note:tran)	滚 ((及物动词))	827	ROLL	v.		
Chen-2013-888-710	过（桥）	cross (a bridge)	803	1367	CROSS		1363	cross (a bridge)	过（～杆）	cross (a bridge)	动词								
Chen-2013-888-711	害羞	be shy/bashful	803	487	SHY		1365	be shy/bashful	害羞	be shy/bashful	动词	Huang-1992-1820-1365	shy/ be / bashful	害羞	487	SHY	v.		
Chen-2013-888-712	喝	drink	804	1401	DRINK		1370	drink	喝	drink	动词	Huang-1992-1820-1370	drink	喝	1401	DRINK	v.		
Chen-2013-888-713	哼	hum	804				0				动词								
Chen-2013-888-714	划	paddle	804	234	PADDLE		1377	paddle/ row	划（～船）	paddle/ row	动词								
Chen-2013-888-715	化	change	805				1158	change	变化	change	动词								
Chen-2013-888-716	怀孕	be pregnant	805	1123	PREGNANT		1379	to be pregnant	怀孕	to be pregnant	动词	Huang-1992-1820-1379	pregnant/ be (person) (note:+person)	怀孕 ((指人))	1123	PREGNANT	v.		
Chen-2013-888-717	还帐	repay (a dept)	805				1381	to repay (a debt)	还（～帐）	to repay (a debt)	动词								
Chen-2013-888-718	换	exchange	806	2509	EXCHANGE		1383	to change	换	to change	动词	Huang-1992-1820-1383	change	换	1264	CHANGE	v.		
Chen-2013-888-719	回来	return	806	581	COME BACK		1385	return	回	return	动词								
Chen-2013-888-720	会（写）	know (to write)	806	2238	KNOW OR BE ABLE		1392	know (to write)	会（～写）	know (to write)	动词								
Chen-2013-888-721	挤	squeeze	807	1414	SQUEEZE		0				动词								
Chen-2013-888-722	记得	remember	807	707	REMEMBER		1407	remember	记得	remember	动词	Huang-1992-1820-1407	remember	记得	707	REMEMBER	v.		
Chen-2013-888-723	夹	pick up (food with chopsticks)	807				1413	pick up (food with chopsticks)	夹（～菜）	pick up (food with chopsticks)	动词								
Chen-2013-888-724	捡	pick up	808	371	PICK UP		1414	pick up	捡	pick up	动词	Huang-1992-1820-1414	pick up	捡	371	PICK UP	v.		
Chen-2013-888-725	剪	scissor	808	2155	CUT (WITH SCISSORS)		1416	scissor	剪	scissor	动词	Huang-1992-1820-1416	scissor (wool/ hair)	剪	2155	CUT (WITH SCISSORS)	v.		
Chen-2013-888-726	浇	irrigate	808	3078	IRRIGATE		1422	to water/sprinkle/irrigate	浇（～水）	to water/sprinkle/irrigate	动词								
Chen-2013-888-727	吠	bark (of dog)	809	1204	BARK		1432	to bark	叫（狗～）	to bark	动词								
Chen-2013-888-728	结（果）	bear (fruit)	809	3054	BEAR FRUIT		1439	bear (fruit)	结（～果子）	bear (fruit)	动词								
Chen-2013-888-729	连接	connect (join)	809	2862	CONNECT		1496	connect/ join	连接	connect/ join	动词	Huang-1992-1820-1496	connect / join	连接	2862	CONNECT	v.		
Chen-2013-888-730	解开	untie	810	352	UNTIE		1600	untie/ undo	解开	untie/ undo	动词	Huang-1992-1820-1600	untie / undo	解开	352	UNTIE	v.		
Chen-2013-888-731	借（钱）	borrow (money)	810	1823	BORROW		1442	to borrow (money)	借（～钱）	to borrow (money)	动词								
Chen-2013-888-732	进（屋）	enter (a house)	810	749	ENTER		1447	to enter (a house)	进（～屋）	to enter (a house)	动词								
Chen-2013-888-733	救	rescue (save)	811	2008	RESCUE		1451	rescue/ save	救	rescue/ save	动词	Huang-1992-1820-1451	rescue / save	救	2008	RESCUE	v.		
Chen-2013-888-734	锯	saw (something)	811				1454	to saw	锯	to saw	动词	Huang-1992-1820-1454	saw	锯	1948	SAW	v.		
Chen-2013-888-735	开（门）	open (a door)	811	1156	OPEN		1461	open (a door)	开（～门）	open (a door)	动词								
Chen-2013-888-736	（水）开	boil (water)	812	792	BOIL (OF LIQUID)		453	boilded water	开水	boilded water	动词								
Chen-2013-888-737	（花）开	(flowers) blossom	812	3287	BLOOM		1463	(flowers) blossom	开（花～了）	(flowers) blossom	动词								
Chen-2013-888-738	砍（树）	chop down (trees)	812	463	FELL (A TREE)		1467	chop down (trees)	砍（～树）	chop down (trees)	动词								
Chen-2013-888-739	砍（骨头）	chop (bones)	813	155	CHOP		1468	chop/hew (bones)	砍（～骨头）	chop/hew (bones)	动词								
Chen-2013-888-740	看	look	813	1819	LOOK		1469	watch	看	watch	动词	Huang-1992-1820-1469	watch	看	1650	WATCH	v.		
Chen-2013-888-741	看见	see	813	1409	SEE		1471	see	看见	see	动词	Huang-1992-1820-1471	see	看见	1409	SEE	v.		
Chen-2013-888-742	扛	carry on shoulder	814	413	CARRY ON SHOULDER		1473	to shoulder	扛	to shoulder	动词	Huang-1992-1820-1473	shoulder	扛	1482	SHOULDER	v.		
Chen-2013-888-743	烤（火）	roast (something)	814	1962	ROAST (SOMETHING)		1474	warm oneself by (a fire)	烤（～火）	warm oneself by (a fire)	动词								
Chen-2013-888-744	咳嗽	cough	814	879	COUGH		1477	to cough	咳嗽	to cough	动词	Huang-1992-1820-1477	cough	咳嗽	879	COUGH	v.		
Chen-2013-888-745	啃	gnaw	815	2706	GNAW		1481	gnaw/ nibble	啃	gnaw/ nibble	动词	Huang-1992-1820-1481	gnaw / nibble	啃	2706	GNAW	v.		
Chen-2013-888-746	哭	cry	815	1839	CRY		1485	cry	哭	cry	动词	Huang-1992-1820-1485	cry	哭	1420	COUNT	v.		
Chen-2013-888-747	拉屎	defecate	815	676	SHIT (DEFECATE)		1488	empty the bowels	拉屎	empty the bowels	动词	Huang-1992-1820-1488	empty the bowels	拉屎			v.		
Chen-2013-888-748	来	come	816	1446	COME		1491	come	来	come	动词	Huang-1992-1820-1491	come (imperative)	来 ((将来时))	1446	COME	v.	come (past) v.||come (future) v.||come (1sg) v.||come v.	来 ((命令式))||来 ((过去时))||来 ((我)~)||来
Chen-2013-888-749	烂	rot	816	1728	ROTTEN		1330	rot	腐烂	rot	动词								
Chen-2013-888-750	破裂	break	816	680	BREAK (DESTROY OR GET DESTROYED)		0				动词								
Chen-2013-888-751	流	flow	817	2003	FLOW		1502	(water) flow	流（水～）	(water) flow	动词								
Chen-2013-888-752	留	remain	817	987	REMAIN		0				动词								
Chen-2013-888-753	漏	drip (emit liquid)	817	2253	DRIP (EMIT LIQUID)		1506	to leak	漏（～水）	to leak	动词								
Chen-2013-888-754	落	fall	818	1280	FALL		0				动词								
Chen-2013-888-755	骂	scold	818	299	SCOLD		1514	to scold	骂	to scold	动词	Huang-1992-1820-1514	scold	骂	299	SCOLD	v.		
Chen-2013-888-756	埋	bury	818	1719	BURY		1515	bury	埋	bury	动词	Huang-1992-1820-1515	bury	埋	1719	BURY	v.		
